ID,PMC_vs_ADJHEALTHY,METASTATIC_vs_ADJHEALTHY,METASTATIC_vs_PMC
ACP5,-3.157314065315065,-0.6668371956487391,2.4904768696663258
ACP6,2.168355950984816,2.449738188061515,0.28138223707669957
ACPL2,3.4548214357701226,3.852239595167743,0.3974181593976203
ACSF2,-6.040362219716765,-5.7981721729190765,0.24219004679768696
ACSF3,-2.8274465009686116,-2.3988815249238504,0.42856497604476096
ACSL1,1.603435498299397,7.822501605204537,6.2190661069051405
ACSL3,0.5082039059659745,0.25187390414406374,-0.25633000182191085
ACSL4,3.131885319682047,2.593376395045177,-0.5385089246368696
ACSL5,-1.6496440547821805,-0.27494188632285843,1.3747021684593221
ACSS1,1.1081243733716835,-0.06056222122548485,-1.1686865945971683
ACSS2,-4.8256325415331665,-6.335614556075459,-1.5099820145422924
ACTA2,0.13474071403695712,-1.3062492277782614,-1.4409899418152186
ACTB,0.6079426455156082,-0.0031271705246909494,-0.6110698160402991
ACTG1,-0.7773571117851517,-0.4966167201931015,0.28074039159205016
ACTL6A,4.104913596115776,4.467132714579984,0.3622191184642076
ACTN1,3.185887603158319,2.803298916426519,-0.38258868673180046
ACTN4,-0.724172797730099,-1.7044865972126657,-0.9803137994825667
ACTR10,-1.773182604083123,-3.820077110307875,-2.046894506224752
ACTR1A,-2.398606330904081,-4.615115665545192,-2.216509334641111
ACTR1B,-1.8038291068950758,-1.770903560286728,0.03292554660834786
ACTR2,-0.9229708108141261,-1.603964604052754,-0.680993793238628
ACTR3,0.6610021015601365,0.03005050935558379,-0.6309515922045528
ACTR3B,5.434104097626844,5.534967919446627,0.10086382181978294
ACTR5,3.987555567614378,5.404068004983061,1.416512437368682
ACTR6,-0.1626279535496422,-0.7503824313144658,-0.5877544777648235
ACTR8,-0.39800068337703604,-1.293705576005098,-0.8957048926280617
ACVR1,2.774190187185866,2.003348765110489,-0.770841422075377
ACVR1B,-2.876192064085948,-3.9985802179752663,-1.1223881538893181
ACVR2A,-2.5626210520651354,-4.048366152693718,-1.4857451006285824
ACVRL1,-4.822845992085833,-10.251300755070835,-5.428454762985
ACY1,-0.660755754006612,2.2864186141158895,2.9471743681225018
ACYP1,0.6895462116893725,-0.38869259578599946,-1.078238807475372
ACYP2,0.7624659158030587,2.814859144364868,2.0523932285618094
ADAM10,-2.44162181854624,-3.122767038413287,-0.6811452198670463
ADAM15,2.5364823143633877,0.319473563818711,-2.217008750544677
ADAM17,4.38594020524445,6.3062253161121005,1.9202851108676502
ADAM19,2.908527936925288,2.1000179935867216,-0.8085099433385666
ADAM8,1.9454626632363032,3.5701235425044673,1.624660879268164
ADAM9,2.025105557477941,0.7275578849165613,-1.29754767256138
ADAP1,-0.6434980636004997,-1.3943862803323888,-0.7508882167318891
ADAP2,-1.933637118091725,0.6911746056515925,2.6248117237433175
ADAR,0.38749879442485957,-0.4109881015398419,-0.7984868959647015
ADAT1,3.165428118547154,3.715963535377763,0.5505354168306091
ADAT3,-0.9357309823683724,-2.731706286947066,-1.7959753045786935
ADCK1,1.1385502989231162,-0.10270035145394009,-1.2412506503770562
ADCK2,-0.9406198578456377,-1.1529951862513532,-0.21237532840571555
ADCK3,-0.7676330122916977,1.0050218421114148,1.7726548544031124
ADCK4,-0.5591525507675501,-0.3279825939373626,0.2311699568301875
ADCK5,0.14858708921497535,0.8164188850793422,0.6678317958643669
ADCY3,3.0353777438343306,3.739109186465578,0.7037314426312473
ADCY6,-4.6756231076632515,-7.655690480954523,-2.9800673732912717
ADCY7,-2.5368951978224352,-1.0616847959338493,1.4752104018885857
ADCY9,-5.325259733410448,-5.954839322048497,-0.6295795886380484
ADD1,-4.086278916201762,-6.22758638721073,-2.141307471008969
ADD3,-1.3427144844653562,-1.8602065642181551,-0.5174920797527989
ADH1C,-4.5171350547131555,-2.6435953781619674,1.8735396765511885
ADH5,-2.361254624215524,-2.8823967508833093,-0.5211421266677855
ADI1,-1.4378076051125845,0.998013254797583,2.4358208599101676
ADIPOR1,-0.09467328786038207,1.8088258416914411,1.9034991295518233
ADIPOR2,-2.745595249202142,-1.418909547691914,1.3266857015102278
ADK,3.0081204378666597,5.336073329599792,2.327952891733132
ADM,-0.02807279282341039,-0.6625167124154484,-0.6344439195920379
ADNP,3.9217925626634464,4.690244565778682,0.7684520031152355
ADNP2,-1.4322807620207736,-2.126202743623464,-0.6939219816026906
ADO,4.138534599929072,5.075756347161571,0.9372217472324981
ADORA2B,-1.2153800315984193,-1.1588604082231508,0.05651962337526841
ADPGK,0.5140667841316324,0.9312025402092884,0.417135756077656
ADPRHL2,-0.33394979631028887,0.5289755899390456,0.8629253862493345
ADRBK1,0.5224761201356151,1.318366206997326,0.795890086861711
ADRM1,4.205679232283746,5.782366236617787,1.5766870043340406
ADSL,0.973827446618179,2.537179555196262,1.563352108578083
ADSS,0.9722124979257036,1.7755249650200475,0.8033124670943441
AEBP1,1.7547011288343086,1.424721705908729,-0.3299794229255796
AEBP2,2.73977620536435,2.204283156423215,-0.5354930489411348
AEN,4.764375697028137,6.439387951447686,1.6750122544195485
AES,-3.3395975981320376,-5.453569039881618,-2.11397144174958
AFAP1,1.0552777655881365,-0.995303656782161,-2.0505814223702976
AFF1,-3.621584637861514,-4.965163960233669,-1.3435793223721548
AFF4,-1.5406254664671293,-2.1461021227678123,-0.6054766563006828
AFG3L1P,0.6419166347461815,1.7000901767245895,1.058173541978408
AFG3L2,-4.915578807744965,-6.091531336940337,-1.1759525291953714
AFMID,0.40247724218972036,4.645886229293551,4.243408987103831
AFTPH,-3.1180838886587146,-4.410678478762224,-1.2925945901035103
AGA,-1.5744733163416695,-1.9990398852158076,-0.4245665688741379
AGAP1,-3.1392750849817634,-3.3219127820433862,-0.18263769706162342
AGAP3,2.7872582489637616,3.8327795568370258,1.0455213078732641
AGAP6,1.8103858387752318,2.0460315593199003,0.23564572054466837
AGBL5,-0.9362949747621839,-0.3463814393080276,0.5899135354541564
AGFG1,2.773448112747275,4.1144861427254185,1.3410380299781428
AGFG2,-4.361245956344925,-4.846763605897285,-0.4855176495523594
AGGF1,-0.5723467143903033,-1.607279018541976,-1.0349323041516727
AGK,3.159944204224316,3.49916340088268,0.3392191966583642
AGL,-3.580415383876906,-3.6025538826910712,-0.022138498814165092
AGPAT1,-0.42418811490521285,-0.9791598707214674,-0.5549717558162545
AGPAT2,-0.9397528940813991,-0.7205649069958584,0.21918798708554077
AGPAT3,-3.1023142811986237,-2.1009000675110827,1.0014142136875408
AGPAT5,-0.37986741352099196,-0.3623358486496115,0.017531564871380457
AGPAT6,1.7773623059310348,3.2751278213047863,1.4977655153737517
AGPS,-0.7260448396672561,-1.6152392039638988,-0.8891943642966427
AGR2,-0.7968218826785929,-2.2224262595905175,-1.4256043769119244
AGRN,3.199115960195807,3.320833522357798,0.1217175621619909
AGTPBP1,4.462163573861115,4.38552595581307,-0.07663761804804504
AGTRAP,3.751751005461291,4.632804798252921,0.8810537927916299
AGXT2L2,-6.646800325704491,-6.775973157904624,-0.12917283220013384
AHCTF1,2.2867159289716885,3.3233026410878748,1.0365867121161862
AHCY,5.176242828805427,7.714784448751381,2.538541619945954
AHCYL1,-1.7204034127840482,-3.249666380981507,-1.529262968197459
AHCYL2,-5.591262908859624,-9.337143483263969,-3.745880574404345
AHNAK,-4.0659616794231965,-5.644082603401279,-1.5781209239780825
AHR,1.5182645989151504,2.7222634194150213,1.2039988204998708
AHSA1,2.3657044489132857,1.5081615104992145,-0.8575429384140711
AHSA2,-0.914086649394935,0.08180169784234771,0.9958883472372827
AIDA,2.341406572386744,1.7657110158145073,-0.5756955565722365
AIF1,-1.895644604951731,0.1478823128784056,2.0435269178301367
AIFM1,-0.5045441992588126,0.8569886024409339,1.3615328016997463
AIFM2,-1.8140764384448915,-1.7379132804113804,0.07616315803351124
AIG1,1.996433961829559,5.857525040718512,3.8610910788889523
AIM1,-2.540161218436053,-4.158421538265495,-1.6182603198294419
AIMP1,0.8573247304723509,0.7467101042195815,-0.11061462625276935
AIMP2,2.443020939345036,3.0694157335504797,0.6263947942054436
AIP,-1.3536744998540908,-1.3469893668969337,0.00668513295715714
AK1,-1.681925697568907,-3.311664232154973,-1.629738534586066
AK2,-1.3835551360629434,-0.7806814166070314,0.6028737194559121
AK3,-2.7055596240938304,-1.948627834140899,0.7569317899529313
AK4,1.538406133972824,5.153618142321444,3.6152120083486206
AKAP1,-1.329989323396273,-2.5325609979106622,-1.2025716745143893
AKAP10,-2.621584592232416,-3.7064754478004978,-1.0848908555680823
AKAP11,4.18049082199235,3.344989988139816,-0.8355008338525336
AKAP13,-3.8178778703781933,-4.935377576371272,-1.1174997059930791
AKAP17A,-1.6569650208019866,-0.446041351448403,1.2109236693535836
AKAP2,-0.11073673361585173,-1.8008604353286357,-1.6901237017127841
AKAP7,-4.100824573870873,-4.6040188865817395,-0.5031943127108666
AKAP8,0.9772794303734011,0.05657273799259442,-0.9207066923808067
AKAP8L,1.5819786634438693,1.7578286711865665,0.17585000774269713
AKAP9,-4.00099049813153,-5.683962627981875,-1.682972129850345
AKIP1,3.9876727802160206,3.2861892058637943,-0.701483574352226
AKIRIN1,-2.042405109869746,-0.6897580759845442,1.3526470338852017
AKIRIN2,2.0924205122511945,3.6764254518555064,1.5840049396043123
AKNA,-3.2053363574829077,-3.889203344751201,-0.6838669872682934
AKR1A1,-1.3959657116596311,0.07415374747784514,1.4701194591374762
AKR1B1,-2.955090111536884,-2.1038842989846605,0.851205812552223
AKR1C3,-2.825338495501096,-3.6438805588589434,-0.8185420633578471
AKR7A2,-4.2750820316197915,-5.374280362659337,-1.099198331039545
AKT1,-1.7686663542208212,-2.9927468997084623,-1.224080545487641
AKT1S1,0.24549457923277082,-1.0188716082414855,-1.2643661874742562
AKT2,-0.6874563169711254,1.6882689781691063,2.3757252951402315
AKTIP,-1.6169797301603892,-2.297279632164291,-0.6802999020039022
ALAD,-3.485979919968407,-1.0414140607078335,2.4445658592605737
ALAS1,-2.584740667263478,0.33730721278203574,2.9220478800455134
ALCAM,2.177383361700782,4.589594678225555,2.4122113165247727
ALDH16A1,-1.4049088945647261,-1.8820129610191285,-0.4771040664544026
ALDH18A1,-1.5983530014034535,-1.7384268565362666,-0.140073855132813
ALDH1A1,-2.1429907684852196,1.583169521892843,3.7261602903780626
ALDH1A3,4.010895611249462,0.360956216156918,-3.6499393950925447
ALDH1B1,3.1147405564643966,2.9442288296768258,-0.17051172678757073
ALDH2,-2.332659514849727,2.1368421616687714,4.469501676518498
ALDH3A2,-3.3818779520850715,-1.1479314924374442,2.2339464596476275
ALDH3B1,1.666776814443441,-0.10184850177718392,-1.768625316220625
ALDH4A1,3.198331285242486,9.124692723256585,5.926361438014098
ALDH5A1,-0.5083651384169496,2.674464711092251,3.1828298495092
ALDH6A1,-2.416380701701103,0.6528922671873116,3.069272968888415
ALDH7A1,-1.2640875875082147,0.007937947256548703,1.2720255347647633
ALDH9A1,-2.480770089210089,-1.1784376907272276,1.3023323984828614
ALDOA,-1.037699720552014,-0.3479175235862411,0.6897821969657729
ALDOC,-0.4274233631820961,2.811895628268971,3.239318991451067
ALG1,3.4419345755926005,2.3792880210156744,-1.0626465545769264
ALG11,1.6087664860817623,0.2166273309183269,-1.3921391551634357
ALG12,-3.643043655432346,-5.227779398208301,-1.5847357427759543
ALG13,-1.6872881789171932,-1.8070852898904175,-0.11979711097322439
ALG14,-2.643998936745661,-2.96147556260864,-0.31747662586297937
ALG2,1.4851541942048334,0.3936331258389341,-1.0915210683658993
ALG3,4.1081303430107825,5.273878605497802,1.16574826248702
ALG5,3.8371201913376236,3.6477304062669,-0.18938978507072388
ALG6,-0.640879152339586,-1.0394973081556333,-0.3986181558160474
ALG8,4.48529672585922,5.732840063243224,1.2475433373840044
ALG9,2.263944298801399,2.7047670069896066,0.44082270818820757
ALKBH1,0.030101892415352684,-0.4725904438239349,-0.5026923362392876
ALKBH2,4.055804772677973,5.351848782845969,1.2960440101679958
ALKBH3,1.1341430528134957,0.9011711483692678,-0.23297190444422788
ALKBH4,-0.5418502938593521,-1.5447005570712637,-1.0028502632119116
ALKBH5,-3.63829973099059,-4.1612514668871645,-0.522951735896575
ALKBH6,0.11121235083991483,0.5479865042489697,0.43677415340905484
ALKBH7,-3.663235490232562,-3.735219805367501,-0.07198431513493916
ALOX5,-0.4386242290273298,0.9955481255027541,1.4341723545300837
ALOX5AP,0.7421187787438247,1.7609716256059695,1.018852846862145
ALPK1,-0.2864979361168667,-1.4042618495860237,-1.117763913469157
ALS2,3.0161196747183516,4.830166795939962,1.8140471212216107
ALS2CL,-2.3711227698052926,-2.8953941668835306,-0.524271397078238
ALYREF,3.092268551326293,4.074298695419225,0.9820301440929319
AMACR,-1.4354794927345293,-0.15393155729739888,1.2815479354371304
AMBRA1,-1.089001994082479,-2.418606450737415,-1.329604456654936
AMD1,1.0366173572010333,1.1357701155749143,0.099152758373881
AMDHD2,-2.8601445129824414,-1.4812394984626516,1.3789050145197896
AMFR,-2.0980061903320584,-1.0728745784490596,1.025131611882999
AMMECR1,3.459985988559025,3.7777734964346643,0.3177875078756392
AMMECR1L,2.6282180916827733,2.95712609499884,0.32890800331606646
AMOTL2,2.8962366044250114,4.093265466618025,1.1970288621930136
AMPD2,4.737257179463452,6.702659487142458,1.9654023076790061
AMPD3,2.042402150422861,2.6364489547229306,0.5940468043000697
AMT,-3.168570574453631,-2.520506483704979,0.6480640907486528
AMZ2,2.0016221059452506,2.5128449944126596,0.5112228884674092
ANAPC1,4.547167004134433,4.458469314907258,-0.08869768922717525
ANAPC10,3.1914666341822318,4.325414650585676,1.1339480164034446
ANAPC11,0.14941510089827703,1.8481950630031185,1.6987799621048414
ANAPC13,3.0634000493677687,3.076030039707886,0.01262999034011711
ANAPC15,-0.8472992466513474,-3.0896763411765193,-2.242377094525172
ANAPC16,-2.6545046009350277,-3.274769282869181,-0.6202646819341532
ANAPC2,-1.7540436351551902,-1.624385726636557,0.1296579085186332
ANAPC4,-0.15808549150310292,-1.2937658071135947,-1.1356803156104918
ANAPC5,-0.3008093927466908,0.3079630489144602,0.608772441661151
ANAPC7,4.897342908914352,5.522242397289345,0.6248994883749932
ANG,-1.2211866391100323,3.470329755144353,4.691516394254385
ANGEL1,3.789581130577948,3.695630948762902,-0.09395018181504632
ANGEL2,0.9796957954902791,1.4504303753090486,0.47073457981876954
ANGPTL2,2.4904952464041243,-0.9032978085041938,-3.3937930549083184
ANGPTL6,-0.1627171199138256,4.504801596393102,4.667518716306928
ANK3,-6.500142350294226,-7.713030968839868,-1.2128886185456416
ANKFY1,-3.4873597138368413,-4.628765027743078,-1.1414053139062363
ANKH,0.32415566901096393,2.7676978436403514,2.4435421746293873
ANKHD1,0.5965850581167962,2.3083461896839528,1.7117611315671566
ANKIB1,0.4428938218164211,-1.1123199664198569,-1.555213788236278
ANKLE2,1.8726802227665498,3.555113548981265,1.6824333262147153
ANKMY1,1.08771677742964,1.9075272212707757,0.8198104438411358
ANKMY2,-3.283165206602764,-5.284157596439654,-2.000992389836889
ANKRA2,-1.6204866701932488,-2.7058865946564867,-1.085399924463238
ANKRD10,2.741601156087568,1.3517532992598162,-1.3898478568277517
ANKRD11,-1.22146875762715,-1.1602866119582063,0.061182145668943644
ANKRD12,-4.945970589798423,-6.131145280012837,-1.1851746902144134
ANKRD13A,-5.722478112772118,-7.339297737052748,-1.61681962428063
ANKRD13C,-3.165145534394341,-5.292853718889582,-2.12770818449524
ANKRD13D,1.089925979879747,1.0813424034840267,-0.008583576395720152
ANKRD16,1.5804388648986294,3.039865641816552,1.4594267769179228
ANKRD17,0.050598464559259905,-0.9787735001723544,-1.0293719647316144
ANKRD27,0.7701245337863194,-0.2275452193984003,-0.9976697531847197
ANKRD28,-1.489887366179982,-2.650262965428915,-1.160375599248933
ANKRD37,-0.5372490978089677,1.9240684668277366,2.4613175646367043
ANKRD39,3.2257817514589306,3.9915052286492845,0.7657234771903537
ANKRD40,-0.15552859030789656,0.17814788971257087,0.33367648002046746
ANKRD46,2.417134698020396,4.903800650940538,2.4866659529201423
ANKRD49,-1.0695463413277455,-1.2500004839792649,-0.18045414265151952
ANKRD50,2.221580727681369,-0.6894637967563209,-2.9110445244376897
ANKRD52,0.2731023818585088,-1.2841953463856928,-1.5572977282442015
ANKRD54,-2.1185099617375496,-3.608096380126369,-1.4895864183888194
ANKRD9,-5.373396831774829,-6.434320380376911,-1.060923548602081
ANKS1A,1.1065303634693364,-0.11361605406095694,-1.2201464175302934
ANKS3,1.0059060662592134,0.27272322523421816,-0.7331828410249952
ANKS6,5.239062086802444,4.125632855984215,-1.1134292308182296
ANKZF1,1.8964752655251846,3.2639882656266237,1.3675130001014388
ANO1,1.6900535833073584,4.134677232941524,2.4446236496341647
ANO10,-3.787392089714914,-6.692312840658405,-2.904920750943491
ANO6,2.811410245750568,4.201822317228586,1.3904120714780182
ANO8,1.1989214023758337,2.1611913520987702,0.9622699497229366
ANO9,0.5857819901190279,0.6863035988552134,0.10052160873618551
ANP32A,-0.6597713051176103,-0.15414733256389535,0.5056239725537149
ANP32B,2.185792490562778,2.4268508177313195,0.24105832716854148
ANP32E,1.1912345795291075,2.71212125332807,1.5208866737989624
ANPEP,-6.142652913743105,-4.412355383487567,1.7302975302555388
ANTXR1,2.8302154935752286,0.13524924882836714,-2.6949662447468614
ANTXR2,-3.2827393854499816,-6.177935499033078,-2.8951961135830957
ANXA1,0.8757440367409599,0.3579310584177825,-0.5178129783231775
ANXA11,-4.209520139391498,-6.8130059720928395,-2.603485832701341
ANXA2,0.5037506935671537,-0.34663182352455213,-0.8503825170917058
ANXA3,4.033105679520036,4.1251819796546245,0.09207630013458888
ANXA4,-0.4617196572129336,-0.04448556733496441,0.4172340898779692
ANXA5,3.4307438121338523,1.558328230572083,-1.8724155815617693
ANXA6,0.3981391559902365,0.39387698683522465,-0.004262169155011874
ANXA7,-1.607488157791118,-2.3629492767711,-0.755461118979982
AOAH,0.1925879446460591,3.2809576878548983,3.088369743208839
AOC3,-1.8839020084814384,-3.7171070210244936,-1.833205012543055
AP1AR,-1.7321015456671536,-1.622006552421245,0.11009499324590866
AP1B1,-4.20336057134846,-4.629453584021036,-0.42609301267257554
AP1G1,-1.8702000897934128,-1.9425002747148874,-0.07230018492147477
AP1G2,-0.5859810345462967,-1.5490264215029874,-0.9630453869566908
AP1M1,1.2643446084461811,2.2076055401354573,0.9432609316892758
AP1S1,2.0495504449730597,1.3778898416083274,-0.6716606033647325
AP1S2,-2.1583756196144024,-1.1785042907080132,0.9798713289063892
AP2A1,-0.024742513285747354,0.09961141969903532,0.12435393298478267
AP2A2,-3.7606108688391284,-5.429774138100542,-1.669163269261414
AP2B1,1.486354843469972,-1.1271783813375593,-2.613533224807531
AP2M1,-0.9559282738880509,-2.3351458975019384,-1.3792176236138873
AP2S1,0.06216219988019768,0.837913870299568,0.7757516704193703
AP3B1,-0.15005810945934792,-3.4527110415244957,-3.302652932065148
AP3D1,1.0453495465025922,0.65490132573931,-0.39044822076328206
AP3M1,1.0845220867409033,-0.21019255011682414,-1.2947146368577276
AP3M2,4.394593754885966,5.31136350258185,0.9167697476958837
AP3S1,0.14178331952723655,-1.6346196587722919,-1.7764029782995283
AP3S2,-3.4156219644793593,-3.554792160147539,-0.13917019566817992
AP4B1,1.0252068756402481,-1.01002843033178,-2.0352353059720283
AP4M1,1.2631135971184928,-0.031614935105194496,-1.2947285322236872
AP5B1,-4.462822378781034,-4.825465398874195,-0.36264302009316113
AP5M1,-4.463253898230802,-6.950146474297099,-2.4868925760662965
AP5S1,-1.1636576640392438,-1.4265535292752478,-0.2628958652360043
AP5Z1,1.8731121368782289,1.4786566291030245,-0.39445550777520433
APAF1,-2.4841775993965483,-4.775443192580474,-2.291265593183926
APBA3,-0.6478107996619177,-0.5957188282483322,0.052091971413585465
APBB2,1.804702989363344,3.6320161359271257,1.8273131465637813
APBB3,-3.8132550534152405,-2.3300657753884333,1.483189278026807
APEH,-0.7161949419008465,-0.8799454989573543,-0.1637505570565079
APEX1,2.920118354008434,3.87003014810585,0.9499117940974163
APEX2,0.18753203812621103,-0.056822444409138514,-0.24435448253534955
APH1A,-2.309807156334428,-2.027463853812005,0.2823433025224226
API5,1.7225527874175763,0.5441237211025337,-1.1784290663150425
APIP,3.220677049406906,2.0612314977094828,-1.159445551697423
APITD1,0.74600126343891,0.845793263828015,0.09979200038910492
APLNR,2.3120354067611455,2.4194870233229855,0.10745161656183987
APLP2,-3.5584139590604265,-4.522447872753485,-0.9640339136930591
APOA1BP,0.4960070516541968,0.9850045157481179,0.48899746409392114
APOBEC3C,-4.351319027641725,-4.766256253478377,-0.41493722583665243
APOBR,-4.539316087897861,-6.064766331790396,-1.5254502438925346
APOC1,0.32952448068971946,9.472785427671472,9.143260946981753
APOE,-1.9294353638186676,5.763263617156791,7.692698980975458
APOL1,0.8634511091338867,1.9717447600426345,1.1082936509087478
APOL2,-0.8689656608841494,-0.5519407769924797,0.31702488389166966
APOL3,-1.204332562473569,-0.5350056899762375,0.6693268724973314
APOL6,-1.8487669486252978,-1.1442005489667404,0.7045663996585575
APOO,-1.1203687598658394,-0.44905678404571536,0.6713119758201239
APOPT1,-2.0123242632769043,-3.388142657122559,-1.3758183938456543
APP,-1.0463771507107147,-3.2093816373235846,-2.16300448661287
